0, 274
2, 1723
3, 1145
4, 832
5, 793
6, 570
7, 502
8, 405
9, 437
10, 344
11, 278
12, 266
13, 266
14, 265
15, 232
16, 210
17, 224
18, 192
19, 195
20, 162
21, 151
22, 135
23, 169
24, 126
25, 132
26, 128
27, 126
28, 100
29, 121
30, 112
31, 101
32, 129
33, 107
34, 109
35, 101
36, 107
37, 102
38, 99
39, 95
40, 87
41, 95
42, 112
43, 118
44, 97
45, 109
46, 115
47, 89
48, 106
49, 96
50, 78
51, 90
52, 75
53, 88
54, 95
55, 82
56, 76
57, 77
58, 69
59, 77
60, 68
61, 59
62, 66
63, 75
64, 73
65, 65
66, 75
67, 56
68, 64
69, 46
70, 52
71, 58
72, 66
73, 66
74, 60
75, 62
76, 56
77, 73
78, 63
79, 60
80, 47
81, 46
82, 59
83, 67
84, 35
85, 58
86, 56
87, 42
88, 45
89, 49
90, 55
91, 60
92, 59
93, 52
94, 61
95, 49
96, 56
97, 51
98, 58
99, 56
100, 57
101, 52
102, 52
103, 67
104, 57
105, 57
106, 41
107, 54
108, 56
109, 51
110, 67
111, 55
112, 53
113, 61
114, 60
115, 59
116, 65
117, 69
118, 61
119, 69
120, 70
121, 66
122, 58
123, 55
124, 49
125, 66
126, 50
127, 60
128, 59
129, 59
130, 72
131, 71
132, 61
133, 72
134, 61
135, 45
136, 45
137, 46
138, 56
139, 41
140, 32
141, 46
142, 59
143, 49
144, 42
145, 48
146, 46
147, 49
148, 38
149, 47
150, 32
151, 48
152, 56
153, 39
154, 48
155, 50
156, 42
157, 52
158, 50
159, 43
160, 48
161, 52
162, 38
163, 52
164, 46
165, 50
166, 41
167, 55
168, 44
169, 47
170, 61
171, 57
172, 50
173, 53
174, 38
175, 60
176, 42
177, 59
178, 50
179, 46
180, 57
181, 41
182, 52
183, 48
184, 62
185, 31
186, 57
187, 57
188, 57
189, 53
190, 55
191, 42
192, 67
193, 50
194, 52
195, 68
196, 47
197, 52
198, 61
199, 66
200, 60
201, 71
202, 65
203, 73
204, 60
205, 79
206, 48
207, 58
208, 59
209, 51
210, 56
211, 53
212, 59
213, 58
214, 68
215, 64
216, 55
217, 36
218, 57
219, 42
220, 47
221, 50
222, 41
223, 40
224, 44
225, 47
226, 55
227, 49
228, 66
229, 48
230, 54
231, 57
232, 69
233, 69
234, 67
235, 69
236, 75
237, 78
238, 77
239, 65
240, 85
241, 93
242, 95
243, 100
244, 93
245, 94
246, 106
247, 117
248, 127
249, 124
250, 131
251, 157
252, 178
253, 237
254, 261
255, 277
256, 413
257, 268
258, 181
259, 122
260, 116
261, 98
262, 62
263, 54
264, 39
265, 45
266, 47
267, 27
268, 31
269, 24
270, 26
271, 30
272, 31
273, 24
274, 26
275, 18
276, 21
277, 16
278, 19
279, 22
280, 21
281, 23
282, 18
283, 17
284, 22
285, 13
286, 18
287, 4
288, 12
289, 11
290, 17
291, 9
292, 21
293, 16
294, 22
295, 16
296, 13
297, 19
298, 21
299, 15
300, 15
301, 15
302, 9
303, 13
304, 15
305, 15
306, 17
307, 15
308, 14
309, 17
310, 16
311, 9
312, 14
313, 11
314, 9
315, 15
316, 10
317, 10
318, 12
319, 10
320, 13
321, 12
322, 11
323, 13
324, 10
325, 13
326, 7
327, 11
328, 12
329, 6
330, 19
331, 8
332, 3
333, 11
334, 18
335, 11
336, 14
337, 15
338, 19
339, 19
340, 11
341, 12
342, 9
343, 14
344, 17
345, 11
346, 14
347, 9
348, 10
349, 10
350, 9
351, 15
352, 20
353, 13
