0, 17433
2, 4189
3, 2191
4, 1482
5, 1318
6, 1147
7, 1009
8, 944
9, 897
10, 796
11, 740
12, 670
13, 674
14, 617
15, 602
16, 563
17, 550
18, 430
19, 414
20, 428
21, 408
22, 383
23, 387
24, 375
25, 349
26, 333
27, 345
28, 322
29, 297
30, 277
31, 278
32, 271
33, 279
34, 260
35, 256
36, 242
37, 227
38, 207
39, 223
40, 199
41, 228
42, 230
43, 213
44, 213
45, 203
46, 206
47, 222
48, 198
49, 197
50, 202
51, 187
52, 175
53, 203
54, 170
55, 194
56, 155
57, 166
58, 179
59, 176
60, 171
61, 172
62, 145
63, 167
64, 152
65, 137
66, 161
67, 157
68, 153
69, 145
70, 148
71, 125
72, 133
73, 138
74, 125
75, 134
76, 129
77, 134
78, 150
79, 143
80, 121
81, 113
82, 141
83, 112
84, 114
85, 134
86, 130
87, 94
88, 110
89, 104
90, 106
91, 111
92, 131
93, 113
94, 99
95, 107
96, 96
97, 108
98, 94
99, 82
100, 110
101, 90
102, 80
103, 90
104, 101
105, 102
106, 76
107, 81
108, 82
109, 102
110, 70
111, 94
112, 84
113, 92
114, 89
115, 82
116, 79
117, 66
118, 84
119, 93
120, 89
121, 85
122, 67
123, 80
124, 67
125, 65
126, 76
127, 58
128, 84
129, 93
130, 79
131, 64
132, 59
133, 77
134, 70
135, 63
136, 64
137, 77
138, 79
139, 63
140, 71
141, 71
142, 63
143, 57
144, 56
145, 72
146, 65
147, 66
148, 87
149, 60
150, 65
151, 56
152, 57
153, 58
154, 69
155, 63
156, 58
157, 74
158, 71
159, 63
160, 73
161, 82
162, 48
163, 72
164, 57
165, 83
166, 57
167, 61
168, 57
169, 57
170, 60
171, 60
172, 45
173, 49
174, 65
175, 83
176, 73
177, 72
178, 61
179, 58
180, 55
181, 61
182, 64
183, 66
184, 48
185, 51
186, 50
187, 57
188, 49
189, 63
190, 50
191, 55
192, 69
193, 61
194, 46
195, 48
196, 66
197, 62
198, 66
199, 62
200, 55
201, 56
202, 56
203, 63
204, 57
205, 57
206, 56
207, 53
208, 60
209, 62
210, 56
211, 43
212, 54
213, 66
214, 54
215, 43
216, 49
217, 62
218, 63
219, 63
220, 42
221, 46
222, 58
223, 59
224, 45
225, 48
226, 51
227, 58
228, 50
229, 47
230, 52
231, 52
232, 37
233, 44
234, 50
235, 51
236, 43
237, 51
238, 52
239, 48
240, 49
241, 51
242, 51
243, 58
244, 41
245, 53
246, 53
247, 55
248, 60
249, 46
250, 47
251, 49
252, 44
253, 41
254, 68
255, 63
256, 48
