0, 414
2, 3507
3, 1974
4, 1328
5, 1236
6, 998
7, 937
8, 851
9, 843
10, 722
11, 678
12, 623
13, 591
14, 537
15, 563
16, 500
17, 489
18, 381
19, 391
20, 395
21, 360
22, 362
23, 347
24, 340
25, 285
26, 317
27, 322
28, 286
29, 271
30, 261
31, 255
32, 260
33, 248
34, 238
35, 239
36, 222
37, 197
38, 199
39, 209
40, 192
41, 212
42, 215
43, 198
44, 192
45, 170
46, 172
47, 192
48, 176
49, 178
50, 174
51, 178
52, 156
53, 186
54, 166
55, 156
56, 145
57, 147
58, 178
59, 152
60, 154
61, 150
62, 141
63, 152
64, 148
65, 124
66, 144
67, 156
68, 146
69, 151
70, 137
71, 129
72, 133
73, 117
74, 115
75, 123
76, 110
77, 112
78, 124
79, 121
80, 122
81, 113
82, 129
83, 107
84, 114
85, 113
86, 106
87, 101
88, 100
89, 98
90, 99
91, 94
92, 107
93, 104
94, 85
95, 100
96, 77
97, 82
98, 83
99, 82
100, 92
101, 90
102, 71
103, 88
104, 89
105, 86
106, 79
107, 81
108, 81
109, 89
110, 72
111, 85
112, 80
113, 84
114, 83
115, 60
116, 79
117, 66
118, 67
119, 76
120, 84
121, 80
122, 56
123, 65
124, 69
125, 62
126, 70
127, 49
128, 59
129, 85
130, 68
131, 68
132, 60
133, 65
134, 61
135, 52
136, 60
137, 79
138, 73
139, 59
140, 57
141, 53
142, 54
143, 47
144, 55
145, 68
146, 56
147, 66
148, 70
149, 55
150, 54
151, 51
152, 47
153, 56
154, 62
155, 57
156, 51
157, 66
158, 78
159, 62
160, 61
161, 61
162, 45
163, 62
164, 60
165, 63
166, 51
167, 59
168, 46
169, 55
170, 48
171, 52
172, 45
173, 54
174, 59
175, 84
176, 68
177, 74
178, 53
179, 59
180, 64
181, 49
182, 68
183, 65
184, 55
185, 45
186, 54
187, 57
188, 56
189, 42
190, 45
191, 51
192, 57
193, 48
194, 48
195, 36
196, 65
197, 53
198, 49
199, 52
200, 54
201, 45
202, 46
203, 47
204, 50
205, 50
206, 47
207, 48
208, 60
209, 63
210, 41
211, 46
212, 48
213, 49
214, 52
215, 48
216, 50
217, 54
218, 49
219, 55
220, 45
221, 32
222, 57
223, 53
224, 36
225, 44
226, 40
227, 58
228, 35
229, 46
230, 52
231, 48
232, 29
233, 36
234, 50
235, 49
236, 44
237, 53
238, 52
239, 39
240, 39
241, 37
242, 49
243, 45
244, 33
245, 41
246, 48
247, 52
248, 57
249, 40
250, 41
251, 49
252, 37
253, 37
254, 58
255, 46
256, 41
257, 41
258, 48
259, 29
260, 46
261, 58
262, 45
263, 55
264, 47
265, 44
266, 56
267, 49
268, 48
269, 53
270, 54
271, 51
272, 52
273, 65
274, 47
275, 49
276, 61
277, 48
278, 44
279, 58
280, 47
281, 57
282, 52
283, 58
284, 61
285, 42
286, 52
287, 47
288, 52
289, 54
290, 53
291, 55
292, 66
293, 63
294, 52
295, 54
296, 58
297, 61
298, 53
299, 53
300, 42
301, 56
302, 51
303, 46
304, 53
305, 49
306, 53
307, 54
308, 48
309, 55
310, 58
311, 69
312, 51
313, 54
314, 57
315, 54
316, 64
317, 55
318, 50
319, 55
320, 47
321, 61
322, 59
323, 57
324, 61
325, 53
326, 59
327, 57
328, 53
329, 62
330, 52
331, 65
332, 65
333, 65
334, 50
335, 63
336, 82
337, 80
338, 75
339, 65
340, 87
341, 72
342, 77
343, 68
344, 82
345, 94
346, 94
347, 99
348, 99
349, 92
350, 100
351, 112
352, 87
353, 109
354, 92
355, 174
356, 153
357, 122
358, 136
359, 142
360, 264
361, 122
362, 94
363, 79
364, 83
365, 66
366, 62
367, 61
368, 45
369, 50
370, 43
371, 35
372, 42
373, 45
374, 23
375, 37
376, 39
377, 29
378, 40
379, 23
380, 30
381, 27
382, 21
383, 23
384, 21
385, 15
386, 23
387, 22
388, 12
389, 16
390, 21
391, 21
392, 25
393, 23
394, 10
395, 15
396, 12
397, 13
398, 18
399, 19
400, 14
401, 10
402, 8
403, 16
404, 11
405, 19
406, 14
407, 16
408, 22
409, 17
410, 13
411, 22
412, 7
413, 13
414, 15
415, 12
416, 11
417, 18
418, 12
419, 9
420, 18
421, 11
422, 7
423, 12
424, 13
425, 12
426, 14
427, 5
428, 15
429, 10
430, 4
431, 11
432, 9
433, 7
434, 3
435, 9
436, 15
437, 10
438, 8
439, 8
440, 9
441, 5
442, 12
443, 5
444, 10
445, 7
446, 7
447, 9
448, 11
449, 11
450, 11
451, 11
452, 4
453, 10
454, 8
455, 13
456, 7
457, 9
458, 7
459, 6
460, 3
461, 4
462, 4
463, 5
464, 9
465, 7
466, 7
467, 5
468, 4
469, 6
470, 7
471, 5
472, 3
473, 6
474, 2
475, 4
476, 4
477, 5
478, 8
